CustomerID,min,max,mean,min_recency,max_recency,frequency,monetary_value,quantity,country,cluster,Cluster_0,Cluster_1,Cluster_2,Cluster_3,Cluster_4,Cluster_5,Cluster_6,Cluster_7,Cluster_8,Cluster_9,Cluster_10,Cluster_11,Cluster_12,Cluster_13,Cluster_14,Cluster_15,Cluster_16,Cluster_17,Cluster_18,Cluster_19,Cluster_20,Cluster_21,Cluster_22,Cluster_23,Cluster_24,Cluster_25,Cluster_26,Cluster_27,Cluster_28,Cluster_29,Cluster_30,Cluster_31,Cluster_32,Cluster_33,Cluster_34,Cluster_35,Cluster_36,Cluster_37,Cluster_38,Cluster_39,Cluster_40,Cluster_41,Cluster_42,Cluster_43,Cluster_44,Cluster_45,Cluster_46,Cluster_47,Cluster_48,Cluster_49,Cluster_50,Cluster_51,Cluster_52,Cluster_53,Cluster_54,Cluster_55,Cluster_56,Cluster_57,Cluster_58,Cluster_59,Cluster_60,Cluster_61,Cluster_62,Cluster_63,Cluster_64,Cluster_65,Cluster_66,Cluster_67,Cluster_68,Cluster_69,Cluster_70,Cluster_71,Cluster_72,Cluster_73,Cluster_74,Cluster_75,Cluster_76,Cluster_77,Cluster_78,Cluster_79,Cluster_80,Cluster_81,Cluster_82,Cluster_83,Cluster_84,Cluster_85,Cluster_86,Cluster_87,Cluster_88,Cluster_89,Cluster_90,Cluster_91,Cluster_92,Cluster_93,Cluster_94,Cluster_95,Cluster_96,Cluster_97,Cluster_98,Cluster_99,Cluster_100,Cluster_101,Cluster_102,Cluster_103,Cluster_104,Cluster_105,Cluster_106,Cluster_107,Cluster_108,Cluster_109,Cluster_110,Cluster_111,Cluster_112,Cluster_113,Cluster_114,Cluster_115,Cluster_116,Cluster_117,Cluster_118,Cluster_119,Cluster_120,Cluster_121,Cluster_122,Cluster_123,Cluster_124,Cluster_125,Cluster_126,Cluster_127,Cluster_128,Cluster_129,Cluster_130,Cluster_131,Cluster_132,Cluster_133,Cluster_134
12346,0.0,0.0,0.0,325.0,325.0,1,0.0,74215,35,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12347,13.2,45.0,23.30857142857143,2.0,367.0,7,4310.0,2458,16,2,0.0,0.0029234338747099,0.0052204176334106,0.0,0.0,0.1062180974477958,0.0,0.0152784222737819,0.0,0.0,0.0467749419953596,0.0038979118329466,0.0,0.0090487238979118,0.0,0.0,0.0023665893271461,0.0,0.0,0.0,0.0,0.0,0.0,0.0038979118329466,0.0,0.0087006960556844,0.0061252900232018,0.0,0.0,0.0,0.0094663573085846,0.0,0.0897215777262181,0.0031322505800464,0.0,0.0,0.0018097447795823,0.0336241299303944,0.0060324825986078,0.0045939675174013,0.0208816705336426,0.0,0.0579118329466357,0.0,0.0108584686774942,0.0,0.0,0.0078886310904872,0.0,0.0,0.0,0.0205893271461716,0.0,0.0,0.0027146171693735,0.0154524361948955,0.0,0.0,0.0632575406032482,0.0,0.014199535962877,0.0,0.0,0.0443735498839907,0.0204408352668213,0.0,0.0938283062645011,0.0,0.0,0.0,0.0087703016241299,0.0,0.0523433874709976,0.0092343387470997,0.0,0.0076334106728538,0.0,0.0,0.0,0.0,0.0052204176334106,0.0,0.0047331786542923,0.0,0.0,0.0045939675174013,0.0,0.0,0.0183758700696055,0.0,0.0,0.0,0.0040371229698375,0.0034802784222737,0.0235962877030162,0.0,0.0155916473317865,0.0038515081206496,0.0,0.0,0.0,0.0030812064965197,0.0,0.0040371229698375,0.0,0.0,0.0267285382830626,0.0,0.0,0.0,0.0069605568445475,0.0038839907192575,0.0245011600928074,0.0063758700696055,0.0020881670533642,0.0,0.0,0.0034802784222737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0183758700696055,0.0,0.0,0.0018097447795823,0.0,0.0,0.0,0.0025058004640371,0.0,0.0034802784222737
12348,39.6,150.0,82.84,75.0,358.0,4,1437.24,2332,12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0275528095516406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4035512510088781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0425816147616264,0.084467451504272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0484261501210653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1160557735660015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2773649494865158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12349,15.0,15.0,15.0,18.0,18.0,1,1457.55,630,18,1,0.0,0.0274090082672978,0.0,0.0,0.0147507804191965,0.0,0.0,0.0381119001063428,0.0,0.0,0.0,0.0,0.0,0.0,0.0085623134712359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087475558299886,0.0,0.014407739014099,0.0,0.0113203663682206,0.0135844396418647,0.0,0.0,0.0,0.0226407327364412,0.0,0.0,0.0102912421529278,0.0,0.0,0.0,0.0,0.0,0.0102912421529278,0.0,0.0,0.0,0.0,0.055915749030908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102912421529278,0.0,0.0679221982093238,0.0085760351274398,0.0,0.0185516791876779,0.0,0.0,0.0087475558299886,0.1207162704538437,0.0324174127817227,0.0,0.0,0.0,0.0139137593907584,0.0135844396418647,0.0,0.0476141470275462,0.0404651641453123,0.0862817742101471,0.0,0.0,0.0090562930945765,0.0,0.0113203663682206,0.0122465781619841,0.0,0.0,0.0,0.0085760351274398,0.0,0.0,0.004555589859696,0.0237727693732633,0.0,0.0119378408973963,0.0,0.0119378408973963,0.0118966759287846,0.0121436657404548,0.0,0.0,0.0,0.0136530479228842,0.0,0.0,0.0,0.0,0.0,0.0,0.0269630544406709,0.004555589859696,0.0,0.0,0.0,0.0,0.0496037871771122,0.0271963225961373,0.0256251929607903,0.0,0.0069980446639909,0.0,0.0,0.0,0.0,0.0,0.0053514459195224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0174951116599773,0.0,0.0,0.0
12350,25.200000000000003,25.200000000000003,25.200000000000003,310.0,310.0,1,294.40000000000003,196,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0601222826086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1365489130434782,0.0,0.0509510869565217,0.0,0.0635190217391304,0.0,0.0,0.0,0.0,0.1345108695652173,0.0,0.0,0.0,0.0,0.0,0.0,0.0692934782608695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1365489130434782,0.0,0.0,0.0,0.0,0.0672554347826086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0509510869565217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2302989130434783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12352,0.0,35.7,16.842857142857145,36.0,296.0,7,1265.41,526,24,2,0.0098624161339012,0.0,0.0,0.0,0.0,0.0,0.0,0.0828980330485771,0.0,0.0,0.0,0.0274614551805343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0117353268900988,0.0,0.0,0.0581629669435202,0.0,0.0,0.0,0.0289234319311527,0.0,0.0,0.0,0.0271453520993195,0.0,0.0,0.0092460151255324,0.0,0.0,0.0,0.0116563011197951,0.0312942050402636,0.0137504840328431,0.0,0.0386040887933555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156471025201318,0.0,0.0,0.1068033285654452,0.0,0.0,0.0156471025201318,0.0,0.0,0.0,0.0,0.0503789285686062,0.0117353268900988,0.0590322504168609,0.0,0.0,0.0,0.0,0.0158051540607392,0.0,0.0,0.009878221287962,0.0397341573086983,0.0,0.0,0.0,0.0,0.0134343809516283,0.0,0.0268687619032566,0.0,0.0082186801115843,0.0184920302510648,0.0,0.0,0.0118538655455544,0.0,0.0,0.0218111126038201,0.0,0.0,0.0,0.0118538655455544,0.0,0.0,0.0412514520985293,0.0,0.0,0.0,0.0,0.0,0.0218111126038201,0.0,0.0,0.0,0.0,0.0,0.0,0.0118538655455544,0.0289234319311527,0.0256043495783975,0.0423182999976292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0403031428548849,0.0,0.0,0.0,0.0,0.0
12353,19.9,19.9,19.9,204.0,204.0,1,89.0,20,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.801123595505618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.198876404494382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12354,20.8,20.8,20.8,232.0,232.0,1,1079.4,530,30,0,0.0,0.0,0.1152306837131739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0138502871965906,0.0216787103946636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0907448582545858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093385214007782,0.0078747452288308,0.0,0.0,0.0,0.0,0.0136649990735593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192699647952566,0.0147304057809894,0.0,0.0,0.0,0.0,0.0,0.0,0.0505836575875486,0.0,0.0,0.0183435241801,0.0,0.0147304057809894,0.0,0.0,0.025894015193626,0.1972484713729849,0.0,0.0078747452288308,0.0,0.0,0.0,0.0,0.0452103020196405,0.0,0.0,0.0,0.0,0.0,0.0377987770983879,0.0,0.0,0.0845654993514915,0.0,0.0,0.0,0.0,0.0,0.0,0.0344635908838243,0.02751528627015,0.0,0.0,0.0,0.0,0.0,0.0546136742634797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0163979988882712,0.0,0.0,0.0,0.0,0.0,0.0305725403001667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0163979988882712,0.0,0.0,0.0,0.0,0.0,0.0,0.0157031684269038,0.0,0.0,0.0,0.0,0.0157031684269038,0.0
12355,30.0,30.0,30.0,214.0,214.0,1,459.4,240,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1155855463648237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1665215498476273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4244666956900305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065302568567697,0.0,0.0,0.0,0.0,0.0,0.0988245537657814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08619939050936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04309969525468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12356,25.5,102.0,51.3,22.0,325.0,3,2487.4300000000003,1573,26,2,0.0,0.0,0.0120606409024575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0094877041765999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053066819970813,0.0,0.0,0.0201010681707625,0.0139903434468507,0.0,0.0,0.0060303204512287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0120606409024575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0246037074410134,0.0,0.0,0.2092722207258093,0.0796605331607321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0744865182135778,0.0,0.0883160531150625,0.0,0.0,0.0,0.0,0.0,0.0120606409024575,0.0,0.0,0.0,0.0,0.0246037074410134,0.0142315562648999,0.1122242635973675,0.0079600229956219,0.0,0.0,0.0,0.0,0.0,0.01608085453661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0636801839649758,0.118958121434573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0286239210751659,0.0068343631780592,0.0,0.0,0.0231564305327185,0.0,0.0,0.0,0.0,0.0,0.0,0.0162095013729029,0.0,0.0
